seed,Y,c_m,c_n,c_a,strategy,insample_safety,iid_test_safety,oos_safety,audit_fpr,audit_budget_share,use_two_monitor_prob,strategy_params
-1,0.8,1,1e-06,20,BB monitor only,0.1781922431169706,0.1781922431169706,0.1781922431169706,0.021872296245025093,0.5468074061256273,0.0,"{""a_m"": 1.4698906325953365, ""p_m"": 0.3625540750994982, ""a_s"": 0.0, ""bandwidth_malign"": 0.2661182443773148, ""bandwidth_benign"": 0.21946266448185572, ""Note"": ""kernel estimators not saved""}"
-1,1.0,1,1e-06,20,BB monitor only,0.22274030389621322,0.22274030389621322,0.22274030389621322,0.027340370306281364,0.5468074061256273,0.0,"{""a_m"": 1.4698906325953365, ""p_m"": 0.4531925938743727, ""a_s"": 0.0, ""bandwidth_malign"": 0.2661182443773148, ""bandwidth_benign"": 0.21946266448185572, ""Note"": ""kernel estimators not saved""}"
-1,1.0,1,1e-06,20,Probe monitor only,0.7755622936700151,0.7755622936700151,0.7755622936700151,0.04999995039777649,0.9999990079555298,0.0,"{""a_m"": 1.5498428704525102, ""p_m"": 0.9920444703922471, ""a_s"": 0.0, ""bandwidth_malign"": 0.2661182443773148, ""bandwidth_benign"": 0.21946266448185572, ""Note"": ""kernel estimators not saved""}"
-1,0.8,1,1e-06,20,Probe monitor only,0.709797416516307,0.709797416516307,0.709797416516307,0.039999950015106804,0.99999875037767,0.0,"{""a_m"": 1.8123484498138787, ""p_m"": 0.9996978651731353, ""a_s"": 0.0003021348268646973, ""bandwidth_malign"": 0.2661182443773148, ""bandwidth_benign"": 0.21946266448185572, ""Note"": ""kernel estimators not saved""}"
-1,1.2,1,1e-06,20,BB monitor only,0.26728836467545586,0.26728836467545586,0.26728836467545586,0.03280844436753763,0.5468074061256272,0.0,"{""a_m"": 1.4698906325953365, ""p_m"": 0.5438311126492472, ""a_s"": 0.0, ""bandwidth_malign"": 0.2661182443773148, ""bandwidth_benign"": 0.21946266448185572, ""Note"": ""kernel estimators not saved""}"
-1,1.2,1,1e-06,20,Probe monitor only,0.8258357208613953,0.8258357208613953,0.8258357208613953,0.05999995000284056,0.9999991667140092,0.0,"{""a_m"": 1.2063709923509922, ""p_m"": 0.9999431888475063, ""a_s"": 5.68111524936743e-05, ""bandwidth_malign"": 0.2661182443773148, ""bandwidth_benign"": 0.21946266448185572, ""Note"": ""kernel estimators not saved""}"
-1,1.4,1,1e-06,20,BB monitor only,0.313260388856784,0.313260388856784,0.313260388856784,0.037603816928786005,0.537197384696943,0.0,"{""a_m"": 1.4699002227109288, ""p_m"": 0.6479236614242799, ""a_s"": 0.0, ""bandwidth_malign"": 0.2661182443773148, ""bandwidth_benign"": 0.21946266448185572, ""Note"": ""kernel estimators not saved""}"
-1,1.4,1,1e-06,20,Probe monitor only,0.8508710477682494,0.8508710477682494,0.8508710477682494,0.06999995000677071,0.9999992858110103,0.0,"{""a_m"": 0.7114201908406548, ""p_m"": 0.9998645857685827, ""a_s"": 0.0001354142314172746, ""bandwidth_malign"": 0.2661182443773148, ""bandwidth_benign"": 0.21946266448185572, ""Note"": ""kernel estimators not saved""}"
-1,1.6,1,1e-06,20,BB monitor only,0.35959783563117464,0.35959783563117464,0.35959783563117464,0.0443612859329818,0.5545160741622726,0.0,"{""a_m"": 1.4698843326929074, ""p_m"": 0.7127742813403641, ""a_s"": 0.0, ""bandwidth_malign"": 0.2661182443773148, ""bandwidth_benign"": 0.21946266448185572, ""Note"": ""kernel estimators not saved""}"
-1,1.6,1,1e-06,20,Probe monitor only,0.8588893048816588,0.8588893048816588,0.8588893048816588,0.07999995001078578,0.9999993751348221,0.0,"{""a_m"": 0.3102810859946281, ""p_m"": 0.9997842866895237, ""a_s"": 0.0002157133104763176, ""bandwidth_malign"": 0.2661182443773148, ""bandwidth_benign"": 0.21946266448185572, ""Note"": ""kernel estimators not saved""}"
-1,0.8,1,1e-06,20,Two monitors,0.9269269269269269,0.9269269269269269,0.9269269269269269,0.031309660175639555,0.7827415043909888,0.1706758304696449,"{""top_thresh"": 1.7313118929801101, ""bot_thresh"": 0.027991487077714403, ""audit_thresh"": 0.09258249065378887, ""N_first"": true, ""bandwidth_2d"": ""silverman"", ""bandwidth_1d"": ""silverman"", ""bandwidth_2d_malign"": 0.3162805014110954, ""bandwidth_2d_benign"": 0.26934613640962246, ""bandwidth_alpha_attack"": 0.2661182443773148, ""bandwidth_beta_attack"": 0.2661182443773148, ""bandwidth_alpha_benign"": 0.21946266448185572, ""bandwidth_beta_benign"": 0.21946266448185572}"
-1,1.0,1,1e-06,20,Two monitors,0.9379379379379379,0.9379379379379379,0.9379379379379379,0.04009163802978236,0.8018327605956472,0.1958762886597938,"{""top_thresh"": 2.177982091398775, ""bot_thresh"": -0.009885199484856276, ""audit_thresh"": -0.3204737299449181, ""N_first"": true, ""bandwidth_2d"": ""silverman"", ""bandwidth_1d"": ""silverman"", ""bandwidth_2d_malign"": 0.3162805014110954, ""bandwidth_2d_benign"": 0.26934613640962246, ""bandwidth_alpha_attack"": 0.2661182443773148, ""bandwidth_beta_attack"": 0.2661182443773148, ""bandwidth_alpha_benign"": 0.21946266448185572, ""bandwidth_beta_benign"": 0.21946266448185572}"
